"FALC";"FalconStor Software, Inc.";"4.45";"207347750";"n/a";"Technology";"Computer Software: Prepackaged Software";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FALC&selected=FALC"
"DAVE";"Famous Dave's of America, Inc.";"11.01";"88520400";"n/a";"Consumer Services";"Restaurants";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DAVE&selected=DAVE"
"FARM";"Farmer Brothers Company";"9.22";"149410100";"n/a";"Consumer Non-Durables";"Packaged Foods";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FARM&selected=FARM"
"FRCCO";"First Republic Preferred Capital Corporation";"24.98";"59952000";"n/a";"Consumer Services";"Real Estate Investment Trusts";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FRCCO&selected=FRCCO"
"FSFG";"First Savings Financial Group, Inc.";"15.86";"37572340";"n/a";"Finance";"Savings Institutions";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSFG&selected=FSFG"
"FSGI";"First Security Group, Inc.";"0.52";"8537360";"2005";"Finance";"Major Banks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSGI&selected=FSGI"
"FSLR";"First Solar, Inc.";"124.64";"10739107040";"2006";"Technology";"Semiconductors";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSLR&selected=FSLR"
"FSBK";"First South Bancorp Inc";"4.39";"42806890";"n/a";"Finance";"Major Banks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSBK&selected=FSBK"
"BICK";"First Trust Exchange-Traded Fund II First Trust BICK Index Fund";"31.4858";"3148580";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BICK&selected=BICK"
"SKYY";"First Trust Exchange-Traded Fund II First Trust ISE Cloud Computing Index Fund";"19.62";"1962000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SKYY&selected=SKYY"
"CU";"First Trust Exchange-Traded Fund II First Trust ISE Global Copper Index Fund";"42.44";"4244000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CU&selected=CU"
"PLTM";"First Trust Exchange-Traded Fund II First Trust ISE Global Platinum Index Fund";"28.18";"2818000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PLTM&selected=PLTM"
"CARZ";"First Trust Exchange-Traded Fund II First Trust NASDAQ Global Auto Index Fund";"31.12";"3112000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CARZ&selected=CARZ"
"QABA";"First Trust NASDAQ ABA Community Bank Index Fund";"24.14";"13277000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=QABA&selected=QABA"
"FONE";"First Trust NASDAQ CEA Smartphone Index Fund";"25.8994";"2589940";"1996";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FONE&selected=FONE"
"GRID";"First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund";"31.9199";"33515895";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRID&selected=GRID"
"QCLN";"First Trust NASDAQ Clean Edge U.S. Liquid Series Index Fund";"14.191";"32639300";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=QCLN&selected=QCLN"
"QQEW";"First Trust NASDAQ-100 Equal Weighted Index Fund";"25.23";"113535000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=QQEW&selected=QQEW"
"QQXT";"First Trust NASDAQ-100 Ex-Technology Sector Index Fund";"23.5135";"36445925";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=QQXT&selected=QQXT"
"QTEC";"First Trust NASDAQ-100-Technology Sector Index Fund";"25.26";"546879000";"1984";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=QTEC&selected=QTEC"
"FUNC";"First United Corporation";"5.1";"31446600";"n/a";"Finance";"Major Banks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FUNC&selected=FUNC"
"FBMI";"Firstbank Corporation";"6";"47004000";"n/a";"Finance";"Major Banks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FBMI&selected=FBMI"
"FCFC";"FirstCity Financial Corporation";"7.15";"74188400";"n/a";"Finance";"Finance Companies";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCFC&selected=FCFC"
"SVVC";"Firsthand Technology Value Fund, Inc.";"16";"86768000";"n/a";"n/a";"n/a";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SVVC&selected=SVVC"
"FMER";"FirstMerit Corporation";"16.53";"1805836380";"n/a";"Finance";"Major Banks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FMER&selected=FMER"
"FORM";"FormFactor, Inc.";"8.92";"451780160";"1993";"Technology";"Semiconductors";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FORM&selected=FORM"
"FORTY";"Formula Systems (1985) Ltd.";"17.88";"243096480";"n/a";"Technology";"EDP Services";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FORTY&selected=FORTY"
"FORR";"Forrester Research, Inc.";"33.15";"752836500";"1985";"Consumer Services";"Diversified Commercial Services";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FORR&selected=FORR"
"FTNT";"Fortinet, Inc.";"26.85";"4039931550";"2009";"Technology";"Computer peripheral equipment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FTNT&selected=FTNT"
"FWRD";"Forward Air Corporation";"33.81";"993202560";"n/a";"Transportation";"Oil Refining/Marketing";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FWRD&selected=FWRD"
"FORD";"Forward Industries, Inc.";"2.95";"23853700";"n/a";"Consumer Non-Durables";"Plastic Products";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FORD&selected=FORD"
"FOSL";"Fossil, Inc.";"128.9";"8155760800";"1993";"Consumer Non-Durables";"Consumer Specialties";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FOSL&selected=FOSL"
"FWLT";"Foster Wheeler AG.";"27.3";"3382688400";"n/a";"Basic Industries";"Military/Government/Technical";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FWLT&selected=FWLT"
"FXCB";"Fox Chase Bancorp, Inc.";"13.65";"198607500";"n/a";"Finance";"Savings Institutions";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FXCB&selected=FXCB"
"GKSR";"G&K Services, Inc.";"32.95";"616527450";"n/a";"Consumer Services";"Other Consumer Services";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GKSR&selected=GKSR"
"WILC";"G. Willi-Food International,  Ltd.";"7.01";"95153740";"n/a";"Consumer Non-Durables";"Food Distributors";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=WILC&selected=WILC"
"GAIA";"Gaiam, Inc.";"4.74";"84888660";"1999";"Consumer Services";"Movies/Entertainment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GAIA&selected=GAIA"
"GMTC";"GameTech International, Inc.";"0.24";"2838960";"1997";"Consumer Services";"Services-Misc. Amusement & Recreation";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GMTC&selected=GMTC"
"GPIC";"Gaming Partners International Corporation";"7.55";"61902450";"n/a";"Consumer Non-Durables";"Recreational Products/Toys";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GPIC&selected=GPIC"
"GRMN";"Garmin Ltd.";"32.23";"6706321710";"2000";"Capital Goods";"Industrial Machinery/Components";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRMN&selected=GRMN"
"GKNT";"Geeknet, Inc.";"24.44";"154020880";"n/a";"Consumer Services";"Other Specialty Stores";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GKNT&selected=GKNT"
"GENC";"Gencor Industries Inc.";"7.63";"61108670";"n/a";"Capital Goods";"Construction/Ag Equipment/Trucks";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GENC&selected=GENC"
"GNCMA";"General Communication, Inc.";"12.22";"528881600";"n/a";"Public Utilities";"Telecommunications Equipment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GNCMA&selected=GNCMA"
"GERN";"Geron Corporation";"4.03";"519833730";"1996";"Consumer Durables";"Major Pharmaceuticals";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GERN&selected=GERN"
"GEVO";"Gevo, Inc.";"17.8";"462141400";"n/a";"Basic Industries";"Major Chemicals";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GEVO&selected=GEVO"
"ROCK";"Gibraltar Industries, Inc.";"11.07";"336594420";"1993";"Capital Goods";"Steel/Iron Ore";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ROCK&selected=ROCK"
"GAI";"Global-Tech Advanced Innovations Inc.";"3.43";"11075470";"1971";"Consumer Durables";"Home Furnishings";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GAI&selected=GAI"
"GSM";"Globe Specialty Metals Inc.";"24.26";"1824570340";"2009";"Capital Goods";"Metal Fabrications";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GSM&selected=GSM"
"GCOM";"Globecomm Systems Inc.";"15.17";"340141740";"1997";"Technology";"Radio And Television Broadcasting And Communications Equipment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GCOM&selected=GCOM"
"GLBS";"Globus Maritime Limited";"6.96";"69878400";"n/a";"Transportation";"Marine Transportation";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GLBS&selected=GLBS"
"GLUU";"Glu Mobile Inc.";"5.83";"314067930";"2007";"Technology";"EDP Services";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GLUU&selected=GLUU"
"ZIP";"Zipcar, Inc.";"24.68";"961187280";"n/a";"Consumer Services";"Rental/Leasing Companies";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZIP&selected=ZIP"
"ZIPR";"ZipRealty, Inc.";"3";"61671000";"2004";"Finance";"Real Estate";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZIPR&selected=ZIPR"
"ZIXI";"Zix Corporation";"3.98";"264244140";"n/a";"Technology";"EDP Services";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZIXI&selected=ZIXI"
"ZGNX";"Zogenix, Inc.";"5.03";"171125630";"2010";"Consumer Durables";"Major Pharmaceuticals";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZGNX&selected=ZGNX"
"ZOLL";"Zoll Medical Corporation";"56.73";"1243181220";"1992";"Health Care";"Biotechnology: Electromedical & Electrotherapeutic Apparatus";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZOLL&selected=ZOLL"
"ZOLT";"Zoltek Companies, Inc.";"10.87";"373688860";"1992";"Energy";"Industrial Machinery/Components";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZOLT&selected=ZOLT"
"ZOOG";"Zoo Entertainment, Inc.";"2.1";"14284200";"n/a";"Technology";"Computer Software: Prepackaged Software";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZOOG&selected=ZOOG"
"ZOOM";"Zoom Technologies, Inc.";"2.59";"41129200";"n/a";"Public Utilities";"Telecommunications Equipment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZOOM&selected=ZOOM"
"ZRAN";"Zoran Corporation";"8.46";"423033840";"1995";"Technology";"Semiconductors";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZRAN&selected=ZRAN"
"ZSTN";"ZST Digital Networks, Inc.";"2.62";"30811200";"2009";"Technology";"Radio And Television Broadcasting And Communications Equipment";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZSTN&selected=ZSTN"
"ZUMZ";"Zumiez Inc.";"26.89";"833321100";"2005";"Consumer Services";"Clothing/Shoe/Accessory Stores";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZUMZ&selected=ZUMZ"
"ZIGO";"Zygo Corporation";"12.85";"228280250";"n/a";"Capital Goods";"Electronic Components";"http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ZIGO&selected=ZIGO"
